,episode,shot,caption
9380,5544574287152993687.mp4,1153,a man is dancing in front of a crowd
9381,5544574287152993687.mp4,1154,a woman is talking to a man and he is smiling
9382,5544574287152993687.mp4,1155,a man is talking to a woman in front of a crowd
9383,5544574287152993687.mp4,1156,a man is sitting on a bed and talking
9384,5544574287152993687.mp4,1157,a shirtless man is talking to a woman
9385,5544574287152993687.mp4,1158,a woman is talking to a man and smiling
9386,5544574287152993687.mp4,1159,a woman is talking to a man and smiling
9387,5544574287152993687.mp4,1160,a man is talking to a woman and she is smiling
9388,5544574287152993687.mp4,1161,a man is dancing in a crowd of people
9389,5544574287152993687.mp4,1162,a woman is talking to a man in a crowd
9390,5544574287152993687.mp4,1163,a man is dancing in a crowd of people
9391,5544574287152993687.mp4,1164,a man is talking to a woman and she is smiling
9392,5544574287152993687.mp4,1165,a man is talking to a woman while she is talking
9393,5544574287152993687.mp4,1166,a man is talking to a woman while she is holding a microphone
9394,5544574287152993687.mp4,1167,a man is dancing in a crowd of people
9395,5544574287152993687.mp4,1168,a group of people are dancing in a room
9396,5544574287152993687.mp4,1169,a man is talking to a woman and she is smiling
9397,5544574287152993687.mp4,1170,a woman is talking to a man and he is talking to her
9398,5544574287152993687.mp4,1171,a man is kissing a woman on the cheek
9399,5544574287152993687.mp4,1172,a man is dancing in a crowd of people
9400,5544574287152993687.mp4,1173,a man is looking at a woman and then she looks away
9401,5544574287152993687.mp4,1174,a man is talking to a woman and she is smiling
9402,5544574287152993687.mp4,1175,a woman is kissing a man on the cheek
9403,5544574287152993687.mp4,1176,a man is talking to a woman and she is smiling
9404,5544574287152993687.mp4,1177,a man is sitting in a chair and smiling
9405,5544574287152993687.mp4,1178,a man is walking through a door and then he stops
9406,5544574287152993687.mp4,1179,a man is looking at a woman and smiling
9407,5544574287152993687.mp4,1180,a man is walking in a room with a <unk>
9408,5544574287152993687.mp4,1181,a man is looking at a woman and then she looks away
9409,5544574287152993687.mp4,1182,a man is walking through a door and then he stops
9410,5544574287152993687.mp4,1183,a man is sitting in a chair and <unk> his head
9411,5544574287152993687.mp4,1184,a man is looking at something and then looks away
9412,5544574287152993687.mp4,1185,a man is looking at a woman and then she looks away
9413,5544574287152993687.mp4,1186,a man is dancing with a woman
9414,5544574287152993687.mp4,1187,a man is walking down a hallway and then falls
9415,5544574287152993687.mp4,1188,a man is walking away from a woman
9416,5544574287152993687.mp4,1189,a man is walking down a hallway and then falls
9417,5544574287152993687.mp4,1190,a man is walking down a street and then stops
9418,5544574287152993687.mp4,1191,a man is walking down a street and then falls
9419,5544574287152993687.mp4,1192,a man is dancing in a room with a woman
9420,5544574287152993687.mp4,1193,a man is dancing in a room with a woman
9421,5544574287152993687.mp4,1194,a man is walking down a street and then stops
9422,5544574287152993687.mp4,1195,a man and a woman are kissing in a room
9423,5544574287152993687.mp4,1196,a man and a woman are walking down a street
9424,5544574287152993687.mp4,1197,a woman is talking to a man and he is talking to him
9425,5544574287152993687.mp4,1198,a man and a woman are walking down a street
9426,5544574287152993687.mp4,1199,a woman is talking to a man and he is smiling
9427,5544574287152993687.mp4,1200,a woman is talking to a man and he is smiling
9428,5544574287152993687.mp4,1201,a man and a woman are kissing in a field
9429,5544574287152993687.mp4,1202,a woman is looking at a man and smiling
9430,5544574287152993687.mp4,1203,a man is talking to a woman and she is smiling
9431,5544574287152993687.mp4,1204,a woman is smiling and talking to someone
9432,5544574287152993687.mp4,1205,a man is talking to a woman and she is smiling
9433,5544574287152993687.mp4,1206,a woman with long hair is smiling and talking
9434,5544574287152993687.mp4,1207,a man is talking to a woman and she is smiling
9435,5544574287152993687.mp4,1208,a woman is looking at something and smiling
9436,5544574287152993687.mp4,1209,a man is talking to a woman and she is smiling
9437,5544574287152993687.mp4,1210,a woman with long hair is smiling and talking
9438,5544574287152993687.mp4,1211,a man is looking at something and then looks away
9439,5544574287152993687.mp4,1212,a woman with long hair is smiling and talking
9440,5544574287152993687.mp4,1213,a man is looking at something and then looks away
9441,5544574287152993687.mp4,1214,a woman is smiling and talking to someone
9442,5544574287152993687.mp4,1215,a man is looking at something and then looks away
9443,5544574287152993687.mp4,1216,a man is dancing in front of a group of people
9444,5544574287152993687.mp4,1217,a man is talking to a woman in front of a crowd
9445,5544574287152993687.mp4,1218,a man is holding a woman s face and kissing her
9446,5544574287152993687.mp4,1219,a man is talking to a woman and she is smiling
9447,5544574287152993687.mp4,1220,a man is talking to a woman and she is smiling
9448,5544574287152993687.mp4,1221,a man is talking to a woman in front of a crowd
9449,5544574287152993687.mp4,1222,a man and a woman are kissing in a hallway
9450,5544574287152993687.mp4,1223,a man is talking to a woman in front of a crowd
9451,5544574287152993687.mp4,1224,a man is talking to a woman and she is smiling
9452,5544574287152993687.mp4,1225,a man is dancing in front of a group of people
9453,5544574287152993687.mp4,1226,a man is talking to a woman and she is smiling
9454,5544574287152993687.mp4,1227,a man is kissing a woman in a hallway
9455,5544574287152993687.mp4,1228,a woman is walking down a hallway
9456,5544574287152993687.mp4,1229,a man is walking in a room with a woman
9457,5544574287152993687.mp4,1230,a man is walking in a room with a woman
9458,5544574287152993687.mp4,1231,a man is walking in a room with a lot of other people
9459,5544574287152993687.mp4,1232,a person is cutting a tomato with a knife
9460,5544574287152993687.mp4,1233,a man is looking through a window at a woman
9461,5544574287152993687.mp4,1234,a man is jumping up and down in a room
9462,5544574287152993687.mp4,1235,a man is walking in a room with a <unk>
9463,5544574287152993687.mp4,1236,a man is sitting in a chair and <unk> his head
9464,5544574287152993687.mp4,1237,a man is sitting on a couch and is talking to someone
9465,5544574287152993687.mp4,1238,a man is sitting on a couch and is talking to someone
9466,5544574287152993687.mp4,1239,a man is dancing in front of a mirror
9467,5544574287152993687.mp4,1240,a man is looking at a woman and then he looks away
9468,5544574287152993687.mp4,1241,a man is sitting at a table with a drink in front of him
9469,5544574287152993687.mp4,1242,a man is sitting in a chair and smiling
9470,5544574287152993687.mp4,1243,a person is holding a book and looking at a book
9471,5544574287152993687.mp4,1244,a man is sitting in a chair and smiling
9472,5544574287152993687.mp4,1245,a woman is looking at a man and smiling
9473,5544574287152993687.mp4,1246,a man is talking to a woman and she looks away
9474,5544574287152993687.mp4,1247,a man is walking away from a woman
9475,5544574287152993687.mp4,1248,a man is kissing a woman in a hallway
9476,5544574287152993687.mp4,1249,a man and a woman are kissing in a hallway
9477,5544574287152993687.mp4,1250,a man is looking at something and then looks away
9478,5544574287152993687.mp4,1251,a man is looking at something and then he looks away
9479,5544574287152993687.mp4,1252,a man is looking at something and then looks away
9480,5544574287152993687.mp4,1253,a woman is talking to a man and he looks away
9481,5544574287152993687.mp4,1254,a man is looking at something and then looks away
9482,5544574287152993687.mp4,1255,a woman is talking to a man and he looks away
9483,5544574287152993687.mp4,1256,a man is looking at something and then looks away
9484,5544574287152993687.mp4,1257,a woman is looking at a man and smiling
9485,5544574287152993687.mp4,1258,a man is looking at something and then looks away
9486,5544574287152993687.mp4,1259,a man is talking to a woman and she looks away
9487,5544574287152993687.mp4,1260,a man is talking to another man and smiling
9488,5544574287152993687.mp4,1261,a man is standing in a crowd of people
9489,5544574287152993687.mp4,1262,a man is dancing in a crowd of people
9490,5544574287152993687.mp4,1263,a group of people are dancing in a club
9491,5544574287152993687.mp4,1264,a man is sitting at a table and smiling
9492,5544574287152993687.mp4,1265,a man and a woman are kissing in a room
9493,5544574287152993687.mp4,1266,a man is talking to a woman while she is talking to him
9494,5544574287152993687.mp4,1267,a man is talking to a woman and she is smiling
9495,5544574287152993687.mp4,1268,a man and a woman are kissing in a room
9496,5544574287152993687.mp4,1269,a man is talking to a woman and she is smiling
9497,5544574287152993687.mp4,1270,a man and a woman are kissing in a room
9498,5544574287152993687.mp4,1271,a man is talking to a woman and she is smiling
9499,5544574287152993687.mp4,1272,a woman is looking at a man and smiling
9500,5544574287152993687.mp4,1273,a woman is talking to a man and he looks away
9501,5544574287152993687.mp4,1274,a man is dancing in front of a crowd
9502,5544574287152993687.mp4,1275,a man and a woman are kissing in a room
9503,5544574287152993687.mp4,1276,a man is talking to a woman and she looks surprised
9504,5544574287152993687.mp4,1277,a man is dancing in a crowd of people
9505,5544574287152993687.mp4,1278,a woman is talking to a man and he is smiling
9506,5544574287152993687.mp4,1279,a group of people are sitting at a table and talking
9507,5544574287152993687.mp4,1280,a man is dancing in a room with other people
9508,5544574287152993687.mp4,1281,a woman is talking to a man and he is smiling
9509,5544574287152993687.mp4,1282,a woman is dancing in a crowd of people
9510,5544574287152993687.mp4,1283,a group of people sitting around a table with wine glasses
9511,5544574287152993687.mp4,1284,a man is dancing in front of a group of people
9512,5544574287152993687.mp4,1285,a woman is talking to a man and he is smiling
9513,5544574287152993687.mp4,1286,a woman is talking to a man and he is talking to her
9514,5544574287152993687.mp4,1287,a man is talking to a woman and she is smiling
9515,5544574287152993687.mp4,1288,a woman is talking to a man and he is talking to her
9516,5544574287152993687.mp4,1289,a woman is talking to a man and he is smiling
9517,5544574287152993687.mp4,1290,a man is talking to a woman and she is smiling
9518,5544574287152993687.mp4,1291,a woman is talking to a man and he is smiling
9519,5544574287152993687.mp4,1292,a woman is dancing in a room with other people
9520,5544574287152993687.mp4,1293,a woman is talking to a man and he is smiling
9521,5544574287152993687.mp4,1294,a man is talking to a woman in front of a crowd
9522,5544574287152993687.mp4,1295,a woman is talking to a man and he is talking to her
9523,5544574287152993687.mp4,1296,a man is talking to a woman and she is smiling
9524,5544574287152993687.mp4,1297,a man is talking to a woman and she is smiling
9525,5544574287152993687.mp4,1298,a man is talking to a woman and she is smiling
9526,5544574287152993687.mp4,1299,a man is dancing in a crowd of people
9527,5544574287152993687.mp4,1300,a woman is talking to a man and he is talking to her
9528,5544574287152993687.mp4,1301,a woman is dancing in front of a group of people
9529,5544574287152993687.mp4,1302,a man is kissing a woman s forehead
9530,5544574287152993687.mp4,1303,a woman is dancing in front of a group of people
9531,5544574287152993687.mp4,1304,a man is talking to a woman and she is smiling
9532,5544574287152993687.mp4,1305,a man is dancing in front of a group of people
9533,5544574287152993687.mp4,1306,a man is talking to a woman and she is smiling
9534,5544574287152993687.mp4,1307,a woman is dancing in front of a group of people
9535,5544574287152993687.mp4,1308,a group of people sitting around tables with drinks in front of them
9536,5544574287152993687.mp4,1309,a man is talking to a woman and she is smiling
9537,5544574287152993687.mp4,1310,a woman is talking to a man and he is talking to her
9538,5544574287152993687.mp4,1311,a group of people are sitting at a table
9539,5544574287152993687.mp4,1312,a woman is talking to a man and he is smiling
9540,5544574287152993687.mp4,1313,a man is talking to a woman and she is smiling
9541,5544574287152993687.mp4,1314,a woman is talking to a man and he is smiling
9542,5544574287152993687.mp4,1315,a group of people are sitting at tables and drinking
9543,5544574287152993687.mp4,1316,a woman is dancing in front of a group of people
9544,5544574287152993687.mp4,1317,a group of people are sitting at a table talking
9545,5544574287152993687.mp4,1318,a woman is kissing a man on his cheek
9546,5544574287152993687.mp4,1319,a man is talking to a woman and she is smiling
9547,5544574287152993687.mp4,1320,a man is dancing in front of a group of people
9548,5544574287152993687.mp4,1321,a woman is holding a microphone and talking
9549,5544574287152993687.mp4,1322,a man is talking to a woman and she is smiling
9550,5544574287152993687.mp4,1323,a man is talking to a woman and she is smiling
9551,5544574287152993687.mp4,1324,a woman is dancing in front of a man
9552,5544574287152993687.mp4,1325,a man is talking to a woman and she is smiling
9553,5544574287152993687.mp4,1326,a woman is dancing in front of a group of people
9554,5544574287152993687.mp4,1327,a man is talking to a woman and she is smiling
9555,5544574287152993687.mp4,1328,a woman is dancing in front of a man
9556,5544574287152993687.mp4,1329,a man is talking to a woman and she is smiling
9557,5544574287152993687.mp4,1330,a man and a woman are kissing in a room
9558,5544574287152993687.mp4,1331,a man is talking to a woman and she is smiling
9559,5544574287152993687.mp4,1332,a man is talking to a woman and she is smiling
9560,5544574287152993687.mp4,1333,a woman is talking to a man and he is talking to her
9561,5544574287152993687.mp4,1334,a man is talking to a woman and she is smiling
9562,5544574287152993687.mp4,1335,a man is sitting in a chair and talking to a woman
9563,5544574287152993687.mp4,1336,a woman is talking to a man and he is smiling
9564,5544574287152993687.mp4,1337,a man is sitting in a chair and smiling
9565,5544574287152993687.mp4,1338,a woman is talking to a man who is smiling
9566,5544574287152993687.mp4,1339,a man is talking to a woman and she is smiling
9567,5544574287152993687.mp4,1340,a woman is talking to a man who is smiling
9568,5544574287152993687.mp4,1341,a man is talking to a woman and she is smiling
9569,5544574287152993687.mp4,1342,a woman is talking to a man who is smiling
9570,5544574287152993687.mp4,1343,a man is sitting in a chair and smiling
9571,5544574287152993687.mp4,1344,a woman is talking to a man who is sitting in a chair
9572,5544574287152993687.mp4,1345,a man in a suit is talking to a woman
9573,5544574287152993687.mp4,1346,a woman is talking to a man and he is smiling
9574,5544574287152993687.mp4,1347,a woman is sitting at a table and smiling
9575,5544574287152993687.mp4,1348,a woman is talking to a man who is sitting in a chair
9576,5544574287152993687.mp4,1349,a man is sitting in a chair and smiling
9577,5544574287152993687.mp4,1350,a man is talking to a woman in a kitchen
9578,5544574287152993687.mp4,1351,a man is kissing a woman on the cheek
9579,5544574287152993687.mp4,1352,a woman is talking to a man and he is talking to her
9580,5544574287152993687.mp4,1353,a woman is talking to a man and he is smiling
9581,5544574287152993687.mp4,1354,a group of people standing around a table with a cake
9582,5544574287152993687.mp4,1355,a man is dancing in a room
9583,5544574287152993687.mp4,1356,a woman is talking to a man who is sitting on a bed
9584,5544574287152993687.mp4,1357,a woman is sitting on a bed and smiling
9585,5544574287152993687.mp4,1358,a person is sitting on a bed with a book
9586,5544574287152993687.mp4,1359,a woman with long hair is smiling and talking
9587,5544574287152993687.mp4,1360,a man is walking through a store and talking to someone
9588,5544574287152993687.mp4,1361,a woman with long hair is smiling and talking
9589,5544574287152993687.mp4,1362,a man is sitting on a couch and is dancing
9590,5544574287152993687.mp4,1363,a man is talking to a woman and she is smiling
9591,5544574287152993687.mp4,1364,a man is sitting on a couch and talking
9592,5544574287152993687.mp4,1365,a man is kissing a woman on the cheek
9593,5544574287152993687.mp4,1366,a man and a woman are kissing in a room
9594,5544574287152993687.mp4,1367,a man is kissing a woman on the cheek
9595,5544574287152993687.mp4,1368,a man is kissing a woman on the forehead
9596,5544574287152993687.mp4,1369,a man is kissing a woman on the cheek
9597,5544574287152993687.mp4,1370,a man is kissing a woman on the forehead
9598,5544574287152993687.mp4,1371,a man is kissing a woman on the cheek
9599,5544574287152993687.mp4,1372,a man is kissing a woman on the cheek
9600,5544574287152993687.mp4,1373,a man is kissing a woman on the cheek
9601,5544574287152993687.mp4,1374,a man is kissing a woman on the cheek
9602,5544574287152993687.mp4,1375,a man sitting on a couch with a laptop
9603,5544574287152993687.mp4,1376,a woman is talking to a man and he is smiling
9604,5544574287152993687.mp4,1377,a man is dancing in front of a group of people
9605,5544574287152993687.mp4,1378,a man is talking to a woman and she is smiling
9606,5544574287152993687.mp4,1379,a man is dancing in front of a group of people
9607,5544574287152993687.mp4,1380,a man is talking to a woman while she is talking to him
9608,5544574287152993687.mp4,1381,a woman is dancing in front of a man
9609,5544574287152993687.mp4,1382,a man is talking to a woman and she is smiling
9610,5544574287152993687.mp4,1383,a man is dancing in front of a crowd of people
9611,5544574287152993687.mp4,1384,a woman is talking to a man and he is smiling
9612,5544574287152993687.mp4,1385,a man is dancing in front of a group of people
9613,5544574287152993687.mp4,1386,a woman is talking to a man and smiling
9614,5544574287152993687.mp4,1387,a woman is talking on a phone while a man looks at her
9615,5544574287152993687.mp4,1388,a man is holding a woman s face and smiling
9616,5544574287152993687.mp4,1389,a man is holding a microphone and talking to another man
9617,5544574287152993687.mp4,1390,a woman is talking to a man and he is smiling
9618,5544574287152993687.mp4,1391,a woman is talking to a man and he is talking to her
9619,5544574287152993687.mp4,1392,a woman is talking to a man and he is smiling
9620,5544574287152993687.mp4,1393,a woman is talking to a man and he is talking to her
9621,5544574287152993687.mp4,1394,a woman is talking to a man and he is smiling
9622,5544574287152993687.mp4,1395,a woman is talking to a man and he is talking to her
9623,5544574287152993687.mp4,1396,a woman is talking to a man and he is smiling
9624,5544574287152993687.mp4,1397,a woman is talking to a man and he is talking to her
9625,5544574287152993687.mp4,1398,a woman is talking to a man and he is smiling
9626,5544574287152993687.mp4,1399,a man in a kitchen with a woman in the background
9627,5544574287152993687.mp4,1400,a group of people standing around a table with bottles of wine
9628,5544574287152993687.mp4,1401,a man is talking to a woman while she is talking to him
9629,5544574287152993687.mp4,1402,a man is talking to a woman and she is smiling
9630,5544574287152993687.mp4,1403,a man is talking to a woman and she is smiling
9631,5544574287152993687.mp4,1404,a man is kissing a woman on the cheek
9632,5544574287152993687.mp4,1405,a man is talking to a woman while she is talking to her
9633,5544574287152993687.mp4,1406,a man is talking to a woman and she is smiling
9634,5544574287152993687.mp4,1407,a man is talking to a woman while she is talking to her
9635,5544574287152993687.mp4,1408,a man is talking to a woman and she is smiling
9636,5544574287152993687.mp4,1409,a man and a woman are kissing each other
9637,5544574287152993687.mp4,1410,a man and a woman are kissing each other
9638,5544574287152993687.mp4,1411,a woman is talking to a man and he looks away
9639,5544574287152993687.mp4,1412,a man and a woman are talking to each other
9640,5544574287152993687.mp4,1413,a woman is talking to a man and he looks away
9641,5544574287152993687.mp4,1414,a man is talking to a woman and she is smiling
9642,5544574287152993687.mp4,1415,a man and a woman are kissing in a room
9643,5544574287152993687.mp4,1416,a woman is talking to a man and he is talking to him
9644,5544574287152993687.mp4,1417,a man is sitting on a couch and talking to someone
9645,5544574287152993687.mp4,1418,a man is sitting on a couch and is dancing
9646,5544574287152993687.mp4,1419,a man is sitting on a couch and hugging a woman
9647,5544574287152993687.mp4,1420,a man is sitting on a sofa and another man is dancing
9648,5544574287152993687.mp4,1421,a man is sitting on a couch and talking
9649,5544574287152993687.mp4,1422,a man is sitting on a couch and talking
9650,5544574287152993687.mp4,1423,a man is playing a game with a remote
9651,5544574287152993687.mp4,1424,a man sitting on a couch with a laptop
9652,5544574287152993687.mp4,1425,a man is playing a guitar while a woman is playing a guitar
9653,5544574287152993687.mp4,1426,a man is sitting on a couch and making a face
9654,5544574287152993687.mp4,1427,a man is dancing in a room with a lot of people
9655,5544574287152993687.mp4,1428,a man is dancing in a room with a lot of people
9656,5544574287152993687.mp4,1429,a man is dancing in a room with a lot of people
9657,5544574287152993687.mp4,1430,a man is walking and talking to another man
9658,5544574287152993687.mp4,1431,a man is talking to a woman and she is smiling
9659,5544574287152993687.mp4,1432,a man is walking in front of a group of people
9660,5544574287152993687.mp4,1433,a man is talking to a woman and she is smiling
9661,5544574287152993687.mp4,1434,a man is looking at something and then looks away
9662,5544574287152993687.mp4,1435,a man is walking in a room with a <unk>
9663,5544574287152993687.mp4,1436,a man is looking at something and then looks down
9664,5544574287152993687.mp4,1437,a man is looking at something and then looks down
9665,5544574287152993687.mp4,1438,a man is talking to a woman and she is smiling
9666,5544574287152993687.mp4,1439,a man is dancing in front of a crowd
9667,5544574287152993687.mp4,1440,a man is talking to a woman and smiling
9668,5544574287152993687.mp4,1441,a man is dancing in front of a group of people
9669,5544574287152993687.mp4,1442,a group of people standing around a table with bottles of wine
9670,5544574287152993687.mp4,1443,a group of people sitting at a table with drinks
9671,5544574287152993687.mp4,1444,a woman is talking to a man and he is talking to her
9672,5544574287152993687.mp4,1445,a man is talking to a woman and she is smiling
9673,5544574287152993687.mp4,1446,a group of people are sitting at a table drinking wine
9674,5544574287152993687.mp4,1447,a man is dancing in front of a group of people
9675,5544574287152993687.mp4,1448,a woman is holding a microphone and talking to a man
9676,5544574287152993687.mp4,1449,a woman is smiling and making a face
9677,5544574287152993687.mp4,1450,a woman is talking to a man and he is smiling
9678,5544574287152993687.mp4,1451,a woman is talking to a man and he is smiling
9679,5544574287152993687.mp4,1452,a man is looking at something and then looks away
9680,5544574287152993687.mp4,1453,a woman is talking to a man and he is smiling
9681,5544574287152993687.mp4,1454,a woman is talking to a man and he is smiling
9682,5544574287152993687.mp4,1455,a woman is sitting at a table and smiling
9683,5544574287152993687.mp4,1456,a woman is talking to a man and he is smiling
9684,5544574287152993687.mp4,1457,a woman is talking to a man and he is smiling
9685,5544574287152993687.mp4,1458,a man and woman are kissing in a room
9686,5544574287152993687.mp4,1459,a woman is talking to a man and he is smiling
9687,5544574287152993687.mp4,1460,a woman is talking to a man and he is smiling
9688,5544574287152993687.mp4,1461,a woman is talking to a man and he looks away
9689,5544574287152993687.mp4,1462,a woman is talking to a man and he looks away
9690,5544574287152993687.mp4,1463,a man is sitting in a chair and drinking from a bottle
9691,5544574287152993687.mp4,1464,a man is talking to a woman and she is smiling
9692,5544574287152993687.mp4,1465,a woman is talking to a man and he is smiling
9693,5544574287152993687.mp4,1466,a woman is talking to a man and he is smiling
9694,5544574287152993687.mp4,1467,a woman is talking to a man and he is smiling
9695,5544574287152993687.mp4,1468,a man is talking to a woman while she is talking to her
9696,5544574287152993687.mp4,1469,a woman is talking to a man and he is talking to her
9697,5544574287152993687.mp4,1470,a man is sitting on a sofa and talking to another man
9698,5544574287152993687.mp4,1471,a woman is talking to a man and he is talking to her
9699,5544574287152993687.mp4,1472,a man is dancing in front of a group of people
9700,5544574287152993687.mp4,1473,a woman is talking to a man and he is smiling
9701,5544574287152993687.mp4,1474,a woman is talking to a man and he is smiling
9702,5544574287152993687.mp4,1475,a woman is talking to a man and he is smiling
9703,5544574287152993687.mp4,1476,a man is sitting on a sofa and talking to a woman
9704,5544574287152993687.mp4,1477,a cat is trying to jump into a trash can
9705,5544574287152993687.mp4,1478,a man is sitting in a chair and <unk> his head
9706,5544574287152993687.mp4,1479,a woman is walking down a hallway
9707,5544574287152993687.mp4,1480,a door opened to a refrigerator with a door open
9708,5544574287152993687.mp4,1481,a woman is walking down a hallway
9709,5544574287152993687.mp4,1482,a man is sitting in a chair and <unk> his head
9710,5544574287152993687.mp4,1483,a woman is talking to a man and he is smiling
9711,5544574287152993687.mp4,1484,a woman is walking through a door and then turns around
9712,5544574287152993687.mp4,1485,a man is playing a piano and singing
9713,5544574287152993687.mp4,1486,a woman is talking to a man and he is smiling
9714,5544574287152993687.mp4,1487,a woman is talking to a man and he is smiling
9715,5544574287152993687.mp4,1488,a woman is talking to a man and he is smiling
9716,5544574287152993687.mp4,1489,a man is sitting in a chair and <unk> his head
9717,5544574287152993687.mp4,1490,a woman is talking to a man and he is smiling
9718,5544574287152993687.mp4,1491,a man is sitting in a chair and smoking a cigarette
9719,5544574287152993687.mp4,1492,a woman is talking to a man and he is smiling
9720,5544574287152993687.mp4,1493,a woman is walking down a hallway and then turns around
9721,5544574287152993687.mp4,1494,a man is walking through a door and is <unk> by another man
9722,5544574287152993687.mp4,1495,a man is looking at something and then looks away
9723,5544574287152993687.mp4,1496,a woman is kissing a man on his forehead
9724,5544574287152993687.mp4,1497,a refrigerator with a door opened with a door
9725,5544574287152993687.mp4,1498,a man is walking through a room and then he stops
9726,5544574287152993687.mp4,1499,a man is looking at something and then looks away
9727,5544574287152993687.mp4,1500,a man is dancing in a room with a lot of people
9728,5544574287152993687.mp4,1501,a man is dancing in a room
9729,5544574287152993687.mp4,1502,a man is dancing in a room with a lot of people
9730,5544574287152993687.mp4,1503,a man is dancing in a kitchen
9731,5544574287152993687.mp4,1504,a man is dancing in a room with a lot of people
9732,5544574287152993687.mp4,1505,a man is walking down a hallway and then stops
9733,5544574287152993687.mp4,1506,a man is kissing a woman on the forehead
9734,5544574287152993687.mp4,1507,a woman is sitting on a couch and talking
9735,5544574287152993687.mp4,1508,a woman is walking down a hallway
9736,5544574287152993687.mp4,1509,a man and a woman are walking down a hallway
9737,5544574287152993687.mp4,1510,a man and a woman are kissing in a hallway
9738,5544574287152993687.mp4,1511,a woman is walking down a hallway and looks at her reflection
9739,5544574287152993687.mp4,1512,a man and a woman are kissing in a room
9740,5544574287152993687.mp4,1513,a man in a suit is walking down a hallway
9741,5544574287152993687.mp4,1514,a man is looking at a woman and smiling
9742,5544574287152993687.mp4,1515,a woman is talking to a man and he is smiling
9743,5544574287152993687.mp4,1516,a man and a woman are kissing in a room
9744,5544574287152993687.mp4,1517,a woman is talking to a man and he looks away
9745,5544574287152993687.mp4,1518,a man and a woman are talking to each other
9746,5544574287152993687.mp4,1519,a woman is talking to a man and he is smiling
9747,5544574287152993687.mp4,1520,a man and a woman are talking to each other
9748,5544574287152993687.mp4,1521,a woman is talking to a man and he is smiling
9749,5544574287152993687.mp4,1522,a man is talking to a woman and she is smiling
9750,5544574287152993687.mp4,1523,a woman is talking to a man and he is smiling
9751,5544574287152993687.mp4,1524,a man and a woman are kissing each other
9752,5544574287152993687.mp4,1525,a woman is talking to a man and he is smiling
9753,5544574287152993687.mp4,1526,a man and a woman are kissing in a room
9754,5544574287152993687.mp4,1527,a woman is looking at a man and smiling
9755,5544574287152993687.mp4,1528,a woman is looking at a man and smiling
9756,5544574287152993687.mp4,1529,a woman is looking at a man and smiling
9757,5544574287152993687.mp4,1530,a woman is talking to a man and he looks away
9758,5544574287152993687.mp4,1531,a woman is talking to a man and he looks away
9759,5544574287152993687.mp4,1532,a woman is kissing a man on the cheek
9760,5544574287152993687.mp4,1533,a woman is walking down a hallway and talking to a man
9761,5544574287152993687.mp4,1534,a woman is walking down a hallway and then stops
9762,5544574287152993687.mp4,1535,a man is walking down a hallway and then stops
9763,5544574287152993687.mp4,1536,a man is dancing in front of a group of people
9764,5544574287152993687.mp4,1537,a man is dancing in a room with other people
9765,5544574287152993687.mp4,1538,a man is kissing a woman on the forehead
9766,5544574287152993687.mp4,1539,a woman is dancing in a room
9767,5544574287152993687.mp4,1540,a woman is talking to a man and he is talking to her
9768,5544574287152993687.mp4,1541,a woman is dancing in a room
9769,5544574287152993687.mp4,1542,a woman is talking to a man and he is smiling
9770,5544574287152993687.mp4,1543,a woman is walking down a hallway
9771,5544574287152993687.mp4,1544,a woman is looking at something and smiling
9772,5544574287152993687.mp4,1545,a woman is smiling and then she smiles
9773,5544574287152993687.mp4,1546,a woman is talking to a man and he is smiling
9774,5544574287152993687.mp4,1547,a woman is looking at a man and then he looks away
9775,5544574287152993687.mp4,1548,a woman is looking at something and smiling
9776,5544574287152993687.mp4,1549,a woman is smiling and then she smiles
9777,5544574287152993687.mp4,1550,a woman is looking at something and smiling
9778,5544574287152993687.mp4,1551,a woman is smiling and then she smiles
9779,5544574287152993687.mp4,1552,a door opened to a bathroom with a shower curtain
9780,5544574287152993687.mp4,1553,a man is looking at a woman and then she looks away
9781,5544574287152993687.mp4,1554,a man is looking at a woman and then she looks away
9782,5544574287152993687.mp4,1555,a man is looking at a woman and then he looks away
9783,5544574287152993687.mp4,1556,a man is looking inside of a fridge
9784,5544574287152993687.mp4,1557,a man is walking and looking at something
9785,5544574287152993687.mp4,1558,a door opens to a door and a door opens
9786,5544574287152993687.mp4,1559,a man is walking down a hallway with a woman
9787,5544574287152993687.mp4,1560,a woman is talking to a man and he is talking to her
9788,5544574287152993687.mp4,1561,a woman is talking to a man and he looks away
9789,5544574287152993687.mp4,1562,a woman is looking at something and smiling
9790,5544574287152993687.mp4,1563,a woman is talking to a man and he is smiling
9791,5544574287152993687.mp4,1564,a woman is smiling and talking to someone
9792,5544574287152993687.mp4,1565,a woman is dancing in a room with a red light
9793,5544574287152993687.mp4,1566,a man is dancing in a room with other people
9794,5544574287152993687.mp4,1567,a man is dancing in a room with other people
9795,5544574287152993687.mp4,1568,a man is talking to a woman and she is smiling
9796,5544574287152993687.mp4,1569,a man is dancing in a crowd of people
9797,5544574287152993687.mp4,1570,a man is dancing in a crowd of people
9798,5544574287152993687.mp4,1571,a woman is talking to a man and he is smiling
9799,5544574287152993687.mp4,1572,a woman is talking to a man and he is smiling
9800,5544574287152993687.mp4,1573,a woman is kissing a man on the cheek
9801,5544574287152993687.mp4,1574,a woman is talking to a man and he is smiling
